,index,id,usuario,tweet,ubicacion,nombre_de_pila,codigo_pais,hora_pais,fecha,hora,mes,año,dia,dia_semana,periodo,Latitud,Longitud,sentimiento
618,43552,1751031328701562880,alfonsoadriani,"El Primer Ministro de Israel, Netanyahu¡Apoyado por sus jefes!EE.UU., desafía a la Corte Internacional de Justicia y al MUNDOCon una bomba nuclear☢️para exterminar☠️y borrar de la faz de la tierraque no quede ningún palestino  vivo“Continuaremos la guerra en Gaza”https://t.co/ETso38b8DM",sin ubicación,alfonsoSanchez,sin ubicación,2024-01-27 00:56:16,2024-01-26,1900-01-01 23:56:16,enero,2024,26,viernes,Noche,,,Negativo
619,43553,1751030409993868032,miinijoy,"se refiere a la Guerra de los Seis Días de 1967, cuando Israel determinó como delito la exhibición pública de la bandera en Cisjordania y Gaza. entonces empezaron a utilizar la sandía como un símbolo para no ir presos.",sin ubicación,Mera 🪷,sin ubicación,2024-01-27 00:52:36,2024-01-26,1900-01-01 23:52:36,enero,2024,26,viernes,Noche,,,Negativo
620,43554,1751030219463447040,emejotax,"Un niñosin abrigo y tiritando de frío, intenta calentarse las manos. Cientos de miles de niños de Gaza se encuentran ahora sin hogar y desplazados debido a la implacable guerra de Israel.",España,MJ,ES,2024-01-27 00:51:51,2024-01-26,1900-01-01 23:51:51,enero,2024,26,viernes,Noche,40.0,-4.0,Negativo
621,43779,1750964734902350080,QudsNen,"En el clima lluvioso de Gaza, un niño, inadecuadamente vestido y temblando del frío, intenta calentar sus manos.Cientos de miles de hijos de Gaza ahora no tienen hogar y están desplazados debido a la guerra implacable de Israel.https://t.co/k1tceiuulv",sin ubicación,Quds News Network,sin ubicación,2024-01-26 20:31:38,2024-01-26,1900-01-01 19:31:38,enero,2024,26,viernes,Noche,,,Negativo
622,43780,1751026882399650048,Josephdaneto,"Hague Cut rechaza la acción de Sudáfrica y Brasil contra Israel.El tribunal emitió este viernes 26/01, su primer veredicto con respecto a la apelación solicitada por Brasil/Sudáfrica contra Israel en el contexto de la guerra en la Franja de Gaza.",sin ubicación,joseph d.a. neto,sin ubicación,2024-01-27 00:38:35,2024-01-26,1900-01-01 23:38:35,enero,2024,26,viernes,Noche,,,Negativo
623,43781,1751025726143495936,todoespolitica,"https://t.co/1LM8nM8pZE

El presidente de EEUU, Joe Biden, llamó telefónicamente al primer ministro de Israel, Benjamín Netanyahu, para pedirle que bajara la intensidad de la guerra en la Franja de Gaza.",México,Todo es Política,MX,2024-01-26 17:34:00,2024-01-26,1900-01-01 23:34:00,enero,2024,26,viernes,Noche,23.0,-102.0,Neutral
624,43868,1751025340695151104,CanalHTVLive,"La Corte Internacional de Justicia (CIJ) de la ONU anunciará este viernes si impone medidas cautelares a Israel para detener la guerra en Gaza, en el marco del caso presentado por Sudáfrica. | programa ''DIATRIBAS'' con Herminio Tejada y Ronald Arias

   https://t.co/1iyxePO6Ro",sin ubicación,Canal HTV Live,sin ubicación,2024-01-27 00:32:28,2024-01-26,1900-01-01 23:32:28,enero,2024,26,viernes,Noche,,,Neutral
625,43869,1751024859935653888,ElCaribeRD,"La CIJ exige a Israel impedir un genocidio con su guerra en Gaza, pero no un alto el fuego https://t.co/D4sQgboymK",República Dominicana,El Caribe,DO,2024-01-26 19:30:33,2024-01-26,1900-01-01 23:30:33,enero,2024,26,viernes,Noche,19.0,-70.66666666,Negativo
626,43888,1751024737940062976,elpaiscr,"EEUU ""respeta"" el dictamen de la CIJ sobre guerra de Israel en la Franja de Gaza

https://t.co/58E9BaHjVb",Costa Rica,Diario Elpais.cr,CR,2024-01-26 17:30:04,2024-01-26,1900-01-01 23:30:04,enero,2024,26,viernes,Noche,10.0,-84.0,Neutral
627,43898,1751024217712165120,DemocracyNowEs,El economista palestino Raja Khalidi explica cómo es la “guerra económica” que Israel lleva a cabo en Gaza y Cisjordania https://t.co/mn7tDNNnMy,United States,Democracy Now! en español,US,2024-01-26 18:28:00,2024-01-26,1900-01-01 23:28:00,enero,2024,26,viernes,Noche,38.0,-97.0,Neutral
628,43980,1751022454414225920,MexicoHablaMx,"La Corte Internacional de Justicia (CIJ) de la ONU ordenó a Israel tomar todas las medidas necesarias para evitar actos de genocidio, en medio de su guerra contra la milicia de Hamás en Gaza.
https://t.co/jINE6iXxsT",México,México Habla,MX,2024-01-26 17:21:00,2024-01-26,1900-01-01 23:21:00,enero,2024,26,viernes,Noche,23.0,-102.0,Neutral
629,44066,1751020663479940096,Metal_Roi_,"amigo se perfectamente que es Hamas y lo que me has enviado no contradice que Israel creo a este, y el que ataco primero fue Israel en la guerra de los 6 dias cuando se anexiono Gaza y haciendo un apartheid y genocidio allí naciendo el resentimiento hacia Israel",España,Metal Roi🇪🇸🇵🇹🏳️‍🌈❤️‍🩹☭૮. ֑ .ა,ES,2024-01-27 00:13:53,2024-01-26,1900-01-01 23:13:53,enero,2024,26,viernes,Noche,40.0,-4.0,Negativo
630,44291,1751018426041090048,EviesSantiago,"⚖ Muchos que no comprenden el veredicto de CIJ sobre  Lo diré así: La CIJ reconoció el derecho de Israel a defenderse de  y exigió la liberación de los rehenes. El intento de Sudáfrica de detener la guerra y hablar de un genocidio no prosperó.

 https://t.co/OuuooxJ24M",Canada,Santiago Evies אביעז 🇮🇱,CA,2024-01-26 19:34:59,2024-01-26,1900-01-01 23:04:59,enero,2024,26,viernes,Noche,60.0,-95.0,Negativo
631,44341,1751017999241241088,AlTopeyPunto,"En el Consejo de Seguridad de las Naciones Unidas, delegaciones de diferentes países se retiran en el momento que habla el sionista de Israel, para que escuchar verborrea de estos criminales de guerra, si el mundolibre exige detener el  y alto al fuegoen Gaza. https://t.co/lYT0yljM5t",El Salvador,El Fantasma,SV,2024-01-26 17:03:18,2024-01-26,1900-01-01 23:03:18,enero,2024,26,viernes,Noche,13.83333333,-88.91666666,Neutral
632,44356,1751015773017873920,Rrodriguez0750,"Israel respiró hoy aliviado tras el fallo de la Corte Internacional de Justicia de La Haya, q de hecho rechazó la demanda de Sudáfrica de una orden para poner fin a la guerra en Gaza,y expresó satisfacción porq las órdenes provisionales no incluían excesos exigencias por su parte",Panamá,Roberto R. Rodríguez,PA,2024-01-26 17:54:27,2024-01-26,1900-01-01 22:54:27,enero,2024,26,viernes,Noche,9.0,-80.0,Negativo
633,44366,1751014320148747008,PalestinaenEsp,"Min. Malki: 
Los Estados ahora tienen obligaciones legales claras de detener la guerra genocida de Israel contra el pueblo palestino en  y de asegurarse de que no sean cómplices. 
La orden de la CIJ es un recordatorio importante de que ningún Estado está por encima de la ley https://t.co/wQ0bxromUD",España,Embajada de Palestina en España 🇪🇦🇵🇸,ES,2024-01-26 23:48:40,2024-01-26,1900-01-01 22:48:40,enero,2024,26,viernes,Noche,40.0,-4.0,Negativo
634,44591,1751013376216399872,mariaeu73492708,Israel no va a parar la guerra hasta que acabe con los palestinos en Gaza porque según el gobierno todos son terroristas incluidos los niños. Es un horror lo que este país hace con Gaza y Cisjordania. Actúa igual que los nazis con ellos.,Colombia,maria restrepo L.,CO,2024-01-26 17:44:55,2024-01-26,1900-01-01 22:44:55,enero,2024,26,viernes,Noche,4.0,-72.0,Negativo
635,44631,1751013134591009024,EstrellaOnline,"La máxima instancia judicial de la ONU dictaminó este viernes que Israel debe facilitar el ingreso de ayuda humanitaria en Gaza, donde libra desde octubre una guerra contra el movimiento islamista palestino Hamás./ Agencia AFP
    https://t.co/VzP8xRyxpn",Panamá,La Estrella | Panamá,PA,2024-01-26 17:43:58,2024-01-26,1900-01-01 22:43:58,enero,2024,26,viernes,Noche,9.0,-80.0,Neutral
636,44641,1751012289463919104,DelDetectives,"¿Y quién le da la orden a Israel de detener la guerra de Gaza? En este momento es el únicobque puede hacerlo.
Lleva ya 22. 000 civiles muertos, unos 12.000 son niños (como tus hijos, como los de cualquiera). Israel sigue bombardeando, les ha cirtado la luz y el agua.",España,detectives_del_tiempo,ES,2024-01-26 23:40:36,2024-01-26,1900-01-01 22:40:36,enero,2024,26,viernes,Noche,40.0,-4.0,Positivo
637,44866,1750867714401254912,ReinaldoDMM,"44.China ha dejado en evidencia* al gobierno de Irán, al pedirles a sus líderes que ayuden  a detener [den la orden] los ataques de los hutíes contra los buques comerciales que circulan por el mar Rojo, o de lo contrario, las relaciones entre ambos países se deteriorarán. 
Evidentemente, los hutíes también están perjudicando la economía china, que ya arrastra importantes problemas y por eso ahora el gobierno chino comienza a presionar a los que realmente mueven los hilos.
Lo que es muy triste, es que China no realice la misma presión contra Irán, detener la guerra de Gaza, puesto que Hamás y Hezbolá también reciben órdenes de Irán.

(*) En evidencia, pero solo para la población general que no entiende de geopolítica.
https://t.co/WhgJhwzWPe",España,Historias de aviación 🇪🇦,ES,2024-01-26 14:06:07,2024-01-26,1900-01-01 13:06:07,enero,2024,26,viernes,Tarde,40.0,-4.0,Negativo
638,45091,1751011674541129984,mazzoned,"espera que conduzca a la resolución del conflicto. Pero esas conversaciones se han estancado. Los hutíes han sobrevivido a una década de guerra y, desde sus ataques en aguas cercanas, disfrutan de un estatus elevado en una región alterada por la guerra de Israel en Gaza.",Uruguay,Daniel Mazzone,UY,2024-01-26 19:38:10,2024-01-26,1900-01-01 22:38:10,enero,2024,26,viernes,Noche,-33.0,-56.0,Neutral
639,45109,1751010626527465984,noticierovv,"|   Israel subraya la importancia de ""la presión"" de EE.UU. en la guerra contra Hamás en Gaza

Amplía la información aquí: https://t.co/sjDjEzFFBt

  https://t.co/KxKMMv8SFR",Venezuela,Noticias Venevision,VE,2024-01-26 18:34:00,2024-01-26,1900-01-01 22:34:00,enero,2024,26,viernes,Noche,8.0,-66.0,Neutral
640,45158,1751009234349608960,impactocamargo,"| Suman más de 26 mil muertos en la Franja de Gaza por la guerra entre Israel y Hamás
https://t.co/7ogPPBr5Lk",México,ImpactoNoticias,MX,2024-01-26 16:28:28,2024-01-26,1900-01-01 22:28:28,enero,2024,26,viernes,Noche,23.0,-102.0,Neutral
641,45244,1751007605013582080,MathRLuz0,"Frente continuamente en el genocidio de Israel en Gaza es un golpe múltiple para el imperialismo: contra el laboratorio militar llamado Israel;contra el lobby de guerra;contra la explotación del Sur global para financiar las deudas de guerras innecesarias, ineficientes y atroces",Brasil,"Matheus, Desapóstrofe do Priorado",BR,2024-01-26 20:21:59,2024-01-26,1900-01-01 22:21:59,enero,2024,26,viernes,Noche,-10.0,-55.0,Neutral
642,45439,1751005835973559040,ValterCota1,"Roberto Freire
 

""La posición del apoyo de Brasil a Sudáfrica acusa a Israel de genocidio contra los palestinos en Gaza en Gaza.

La Corte Internacional de Justicia no ha decidido cesar el fuego y esto demuestra que no hay genocidio en la guerra contra Hamas en Gazas.

Y como se esperaba en una guerra, el tribunal exige medidas de precaución a Israel y más ayuda humanitaria para los palestinos en Gaza.

 Felicitaciones a André Lajasts siempre atenta y con la debida competencia por tratar tensiones tensas de Medio Oriente "".

Para;

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,

,
 
,

,

,

,

,

,

,
 
,

,

,

,

,",Brasil,Valter Cota,BR,2024-01-26 20:14:58,2024-01-26,1900-01-01 22:14:58,enero,2024,26,viernes,Noche,-10.0,-55.0,Negativo
643,45634,1750957211025555968,Zambelli2210,"El Tribunal Internacional de Justicia rechazó la solicitud de Sudáfrica (suscrito por Lula) para condenar a Israel por G3N0CID10 y ordenar al país que interrumpa de inmediato la guerra contra el grupo T3RR1ST@ H de inmediato

El Tribunal ha solicitado que el T3R1S de inmediato libera el R3FENS y que tenga medidas para evitar el G3N0CID10, la muerte de los civiles y el deterioro de las condiciones de vida en Gaza.Israel ya toma estas medidas, como ningún otro ejército durante una guerra.

¡Shalom!",Brasil,Carla Zambelli,BR,2024-01-26 17:01:44,2024-01-26,1900-01-01 19:01:44,enero,2024,26,viernes,Noche,-10.0,-55.0,Positivo
644,45829,1751003438169646080,MariaDeAbreu63,"Hagan lo mismo con periodistas, médicos, medios internacionales que están siendo usados por Irán para demonizar a Israel.

Esto se dijo al inicio de la guerra.
Todo el que cae en GAZA se corrompe porque Gaza es un infierno financiado por Irán.

María Corina Machado",sin ubicación,María José De Castro 💙💛,sin ubicación,2024-01-26 23:05:26,2024-01-26,1900-01-01 22:05:26,enero,2024,26,viernes,Noche,,,Neutral
645,45830,1750913646513849088,elmundoes,La ONU despide a varios empleados acusados de participar en los ataques del 7 de octubre contra Israel y EEUU suspende su financiación https://t.co/ig1Mn4xB56,España,EL MUNDO,ES,2024-01-26 17:08:38,2024-01-26,1900-01-01 16:08:38,enero,2024,26,viernes,Tarde,40.0,-4.0,Neutral
646,46055,1751002070138899968,unidosxisrael,"emite veredicto sobre caso de  contra Israel
La CIJ critica duramente a  pero no se pronuncia sobre detener la guerra de 
https://t.co/BzEKZRFaAx https://t.co/7Pn3mHRo1x",sin ubicación,Unidos Por Israel,sin ubicación,2024-01-26 23:00:00,2024-01-26,1900-01-01 22:00:00,enero,2024,26,viernes,Noche,,,Negativo
647,46056,1751001358851883008,geritacha,"la guerra se mide por tiempo u objetivos? Porque es larga simplemente para cuidar a los civiles de Gaza. Se podría avanzar con un plan más rápido que evite tanta pérdida de soldados de Israel, y a mi me haría muy feliz. Vamos por ese camino entonces …",sin ubicación,Geraldine,sin ubicación,2024-01-26 22:57:10,2024-01-26,1900-01-01 21:57:10,enero,2024,26,viernes,Noche,,,Neutral
648,46057,1751000192931770880,ctxt_es,"️Los testimonios de esta guerra en curso reflejan una súplica desesperada: “Estamos muriendo, esperando nuestro turno; Israel y el mundo nos han condenado a muerte”. Historias y relatos yacen enterrados bajo los escombros de las casas destruidas de  sin ser contados ni escuchados.

'Voces desde los escombros de Gaza', por Una crónica desde el infierno 
https://t.co/laS1ZmCQT2",España,CTXT,ES,2024-01-26 22:52:32,2024-01-26,1900-01-01 21:52:32,enero,2024,26,viernes,Noche,40.0,-4.0,Negativo
649,46282,1751000106990501888,AlertaNews24,| AHORA - GUERRA ISRAEL-GAZA: Los palestinos en Gaza dicen que están devastados por la decisión de la CIJ de no ordenar a Israel que cese sus bombardeos e invasión terrestre de casi cuatro meses en la franja.,Canada,Alerta News 24,CA,2024-01-26 18:22:12,2024-01-26,1900-01-01 21:52:12,enero,2024,26,viernes,Noche,60.0,-95.0,Negativo
650,46332,1750999889679450112,leondedios2023,"Hoy vamos a tener un kabalat shabat mejor, porque se ha evitado una mayor presión sobre el Estado de Israel en este contexto de guerra.
Podremos descansar sabiendo que nuestros soldados pueden seguir peleando en Gaza sin una daga en el cuello.",Argentina,Leon de Dios,AR,2024-01-26 18:51:20,2024-01-26,1900-01-01 21:51:20,enero,2024,26,viernes,Noche,-34.0,-64.0,Negativo
651,46425,1750998598534541056,enmayuscula507,"La CIJ exige a Israel que impida actos de 'genocidio' en Gaza, donde la guerra arrecia: La Haya (AFP) - 

La máxima instancia judicial de la ONU exigió este viernes a Israel que impida cualquier acto de genocidio en Gaza y permita la entrada de ayuda… https://t.co/P4VbcWgAVL https://t.co/SXvBDARWgE",sin ubicación,En Mayúscula,sin ubicación,2024-01-26 22:46:12,2024-01-26,1900-01-01 21:46:12,enero,2024,26,viernes,Noche,,,Neutral
652,46426,1750998086606828032,CuriousGuy__,- viven en el área para tener más territorio en el de palestina. Recientemente la situación se puso peor con un genocidio en Gaza que Israel está intentando pretender que es una guerra contra un grupo revolucionario palestino que se llama Hamas.,sin ubicación,Curious🏴Ⓐ,sin ubicación,2024-01-26 22:44:10,2024-01-26,1900-01-01 21:44:10,enero,2024,26,viernes,Noche,,,Neutral
653,46427,1750997065654477056,EviesSantiago,"hilo del estado de la guerra en 
1. Las FDI logran el control operativo en el 70% de Gaza; el ejército pronto tomará también el control de la zona de Jan Yunis; gran número de terroristas capturados, fuente de inteligencia de alta calidad.
  https://t.co/Xa3wwwsp4X",Canada,Santiago Evies אביעז 🇮🇱,CA,2024-01-26 18:10:07,2024-01-26,1900-01-01 21:40:07,enero,2024,26,viernes,Noche,60.0,-95.0,Neutral
654,46477,1750996667246010880,gamavisionmx,"El presidente de   pidió al primer ministro de  Benjamín Netanyahu, que bajara la intensidad de la guerra en la Franja de Gaza.
https://t.co/xxRUiyGRHs",sin ubicación,Gamavisión,sin ubicación,2024-01-26 22:38:32,2024-01-26,1900-01-01 21:38:32,enero,2024,26,viernes,Noche,,,Neutral
655,46478,1750996036674372096,miguelangel6669,"VALIÓ MADRE LA CORTE INTERNACIONAL DE JUSTICIA: NO ORDENÓ UN CESE AL FUEGO EN GAZA, SOLO LE ORDENÓ A ISRAEL QUE TOME LAS MEDIDAS, A SU ALCANCE, PARA PREVENIR QUE SU EJÉRCITO NO COMETA GENOCIDIO, MIENTRAS LIBRA LA GUERRA CONTRA LOS MILITANTES DE HAMAS, PUFF
https://t.co/5IuVRJPksD",México,Miguel Angel Zamudio,MX,2024-01-26 15:36:01,2024-01-26,1900-01-01 21:36:01,enero,2024,26,viernes,Noche,23.0,-102.0,Negativo
656,46564,1750995611631955968,IMER_Noticias,"Aunque la Corte Internacional ( de la  no pidió un alto a la guerra,  si deberá actuar para evitar el genocidio en 

Así reaccionaron estos paísesa la demanda que  ganó hoy.  
https://t.co/9wj1Yv3FTo",México,IMER Noticias,MX,2024-01-26 15:34:20,2024-01-26,1900-01-01 21:34:20,enero,2024,26,viernes,Noche,23.0,-102.0,Negativo
657,46650,1750995492949863936,leandroruschel,"En otro fiasco de la diplomacia brasileña, que se ha alineado con lo peor del mundo, incluidos los terroristas de Hamas, el Tribunal de La Haya no ve una base legal para investigar a Israel por el genocidio en la guerra en Gaza, un cargo respaldado por Brasil.

Lástima.",United States,Leandro Ruschel 🇧🇷🇺🇸🇮🇹🇩🇪,US,2024-01-26 16:33:52,2024-01-26,1900-01-01 21:33:52,enero,2024,26,viernes,Noche,38.0,-97.0,Negativo
658,46732,1750994608237015040,elsiglocomve,"Aumentan las víctimas en Gaza por guerra entre Israel y Hamás 
https://t.co/2WfpEV5Cdo 
  https://t.co/M5m6PLfEMB",Venezuela,Diario El Siglo C.A,VE,2024-01-26 17:30:21,2024-01-26,1900-01-01 21:30:21,enero,2024,26,viernes,Noche,8.0,-66.0,Neutral
659,46781,1750994520714711040,AlbertoRodNews,"La CIJ exige a Israel impedir un genocidio con su guerra en Gaza, pero no un alto el fuego https://t.co/5TZjUQFD4M",Venezuela,AlbertoRodNews,VE,2024-01-26 17:30:00,2024-01-26,1900-01-01 21:30:00,enero,2024,26,viernes,Noche,8.0,-66.0,Negativo
660,46880,1750628341801985024,EviesSantiago,"firma un enorme acuerdo de armas con EEUU: Las FDI recibirá miles de municiones, escuadrones de helicópteros F-35, F-15 y Apache; Israel presiona para la entrega de aviones mientras se preparan para una guerra a gran escala en múltiples frentes.

  https://t.co/BMYl6nIZGz",Canada,Santiago Evies אביעז 🇮🇱,CA,2024-01-25 17:44:56,2024-01-25,1900-01-01 21:14:56,enero,2024,25,jueves,Noche,60.0,-95.0,Neutral
661,46930,1750991119675183104,LilianSpektor,Los palestinos protestaron contra los de Hamas que exigen la liberación de los rehenes israelíes y el final de la guerra.Y no quieren la guerra.Solo quiero,Israel,Lilian Spektor 🇮🇱,IL,2024-01-26 23:16:29,2024-01-26,1900-01-01 21:16:29,enero,2024,26,viernes,Noche,31.5,34.75,Negativo
662,47035,1750519633730215936,HananyaNaftali,"Los palestinos en Gaza protestan contra los terroristas de Hamas afuera, exigiendo la liberación de rehenes israelíes y poniendo fin a la guerra.

Israel no quiere la guerra.
Los palestinos no quieren la guerra.

Solo Hamas quiere la guerra.https://t.co/badbpuqmko",Israel,Hananya Naftali,IL,2024-01-25 16:02:58,2024-01-25,1900-01-01 14:02:58,enero,2024,25,jueves,Tarde,31.5,34.75,Negativo
663,47140,1750990555742621952,infovacvacinas,"La Corte Internacional de Justicia ordena a Israel que evite actos de genocidio en Gaza.
https://t.co/ozmd27wtvu
Hoy, la Corte Internacional de Justicia (CIJ) ordenó a Israel que tomara medidas para prevenir y castigar la incitación directa al genocidio en la guerra en curso ...",sin ubicación,infovac - Vacinas,sin ubicación,2024-01-26 22:14:14,2024-01-26,1900-01-01 21:14:14,enero,2024,26,viernes,Noche,,,Neutral
664,47141,1750990119451181056,EviesSantiago,"La sociedad israelí entra en modo de guerra: Aumenta la motivación por el servicio de combate entre los reclutas de las FDI; se dispara el interés por servir en tripulaciones de tanques; el ejército creará nuevas compañías blindadas en unos meses.
   https://t.co/PwDd82G1fT",Canada,Santiago Evies אביעז 🇮🇱,CA,2024-01-26 17:42:30,2024-01-26,1900-01-01 21:12:30,enero,2024,26,viernes,Noche,60.0,-95.0,Neutral
665,47191,1750989956422476032,AvelinoViamonte,"La Corte Internacional de Justicia le ordenó a Israel que evite un genocidio en la Franja de Gaza. Bien, pero ¿Exhibir rehenes no es un acto de guerra? ¿A Hamás no lo condena? Ummmm...... Savater ¡Cuánta razón tenés!",Argentina,Marcelino SAMONTE,AR,2024-01-26 18:11:52,2024-01-26,1900-01-01 21:11:52,enero,2024,26,viernes,Noche,-34.0,-64.0,Negativo
666,47284,1750989206594473984,descifraguerra,"El ministro de Finanzas de Israel:

""Los jueces de La Haya preocupados por la situación de los habitantes de Gaza están invitados a pedir a los países del mundo que abran sus puertas y ayuden en la recepción y rehabilitación de los residentes de Gaza""
https://t.co/i58R8tjH4x",sin ubicación,Descifrando la Guerra,sin ubicación,2024-01-26 22:08:53,2024-01-26,1900-01-01 21:08:53,enero,2024,26,viernes,Noche,,,Neutral
667,47285,1750884991871894016,bezalelsm,"Desde la discusión, trató de definir el sionismo como racismo, no hubo discusión tan separada, hipócrita y falsa.
De hecho, hubo una experiencia de genocidio, del pueblo judío, por los nazis bárbaros de Hamas.",Israel,בצלאל סמוטריץ',IL,2024-01-26 16:14:46,2024-01-26,1900-01-01 14:14:46,enero,2024,26,viernes,Tarde,31.5,34.75,Negativo
668,47390,1750988561724367104,rebeldesenlinea,Expertos en derechos humanos de la ONU apuntan a la corresponsabilidad de los países que están tolerando los crímenes de guerra de Israel y exigen un alto el fuego inmediato para evitar el genocidio palestino en Gaza https://t.co/klf8lOJuZx vía,sin ubicación,rebeldes.info,sin ubicación,2024-01-26 22:06:19,2024-01-26,1900-01-01 21:06:19,enero,2024,26,viernes,Noche,,,Neutral
669,47391,1750988024077292032,Maria33117515,"Israel sigue el asedio sobre Gaza, no han cesado los bombardeos, los asesinatos selectivos y la muerte de niños y niñas.
Y la cara más terrible de esta maquinaria de guerra instaurada por el Estado de Israel,  son los ataques a los Hospitales, inadmisible.",sin ubicación,Maria,sin ubicación,2024-01-26 22:04:11,2024-01-26,1900-01-01 21:04:11,enero,2024,26,viernes,Noche,,,Negativo
670,47392,1750962345180860928,FalasAbuAmal,"AHORA Se ha cortado completamente el suministro eléctrico del Complejo Médico Nasser en Khan Younis, en el sur de  tras más de una semana de agresión sionista al hospital y continuos enfrentamientos en sus alrededores.

El hospital, desde ayer, ya no dispone de alimentos, anestesia ni analgésicos, debido al asedio. 500 pacientes y personal, además de cientos de familias desplazadas, están sufriendo hambre y son atacados por terroristas de",United States,Abu Amal,US,2024-01-26 14:22:09,2024-01-26,1900-01-01 19:22:09,enero,2024,26,viernes,Noche,38.0,-97.0,Positivo
671,47474,1750987961037153024,Riodoce_mx,"| La titular de la   celebró las medidas ordenadas por la Corte Internacional de Justicia ( a  para evitar un genocidio en la guerra contra  en la Franja de 
https://t.co/wobuMvdNQN",México,Ríodoce,MX,2024-01-26 15:03:56,2024-01-26,1900-01-01 21:03:56,enero,2024,26,viernes,Noche,23.0,-102.0,Neutral
672,47560,1750986717824246016,jdmuriana,"Israel debe poner fin, con efecto inmediato, a su guerra genocida llevada a cabo para destruir al pueblo palestino en Gaza”, dijo  director general del PCHR.",España,jdmuriana ۞ 🇵🇸,ES,2024-01-26 21:58:59,2024-01-26,1900-01-01 20:58:59,enero,2024,26,viernes,Noche,40.0,-4.0,Neutral
673,47785,1750986109813690880,jimolinaarroyo,"El director de la Org Mundial de la Salud  roto, pidiendo a Israel que se detenga. 
Dice que  es “infernal”, exige una “verdadera solución”, citando su propia experiencia de guerra.",España,Nacho Molina ۞,ES,2024-01-26 21:56:34,2024-01-26,1900-01-01 20:56:34,enero,2024,26,viernes,Noche,40.0,-4.0,Neutral
674,48010,1750640288488636928,LensVeritatis,"Quien se desglosa pidiendo a Israel que se detenga.Él dice que es ""infernal"", exige una ""verdadera solución"", citando su propia experiencia de guerra.

El embajador israelí lo llama un ""fracaso de liderazgo"" y amp;reclamos quién está en ""colusión"" con Hamas.

  
 https://t.co/efbipiwo0t",sin ubicación,Lens Veritatis,sin ubicación,2024-01-25 23:02:24,2024-01-25,1900-01-01 22:02:24,enero,2024,25,jueves,Noche,,,Neutral
675,48011,1750985734079619072,ComentarioUdeC,"Asedia Israel hospitales al sur de Gaza mientras CIJ ordena evitar genocidio de palestinos

https://t.co/vqB85MasyY",sin ubicación,El Comentario,sin ubicación,2024-01-26 21:55:05,2024-01-26,1900-01-01 20:55:05,enero,2024,26,viernes,Noche,,,Neutral
676,48012,1750985375047130880,ojo_de_azor,"Doble vara que nos devuelve a 1939. Aunque gracias al cielo no pasó lo peor, la Corte Internacional de Justicia NO ordenó a Israel parar la guerra e irse de Gaza ni dijo ""son genocidas"".",sin ubicación,Alejandro Margounato,sin ubicación,2024-01-26 21:53:39,2024-01-26,1900-01-01 20:53:39,enero,2024,26,viernes,Noche,,,Negativo
677,48013,1750878520362893056,aschapire,"China mete 2 millones de musulmanes en campos de concentración, Rusia anexiona parte de Ucrania y bombardea civiles, Irán financia el terrorismo internacional, Siria gasea a su población, Birmania mata a su minoría musulmana, pero Israel responde al pogrom y termina en la Haya.",Francia,Alejo Schapire⚡️,FR,2024-01-26 14:49:03,2024-01-26,1900-01-01 13:49:03,enero,2024,26,viernes,Tarde,46.0,2.0,Neutral
678,48018,1750985242528076032,pbi_es,"El primer ministro de Israel, Netanyahu, desafiando a la Corte Internacional de Justicia, declara: “La guerra en Gaza continuará”. https://t.co/uPgaA31DQZ",Brasil,Palestina Internacional Broadcast,BR,2024-01-26 18:53:08,2024-01-26,1900-01-01 20:53:08,enero,2024,26,viernes,Noche,-10.0,-55.0,Neutral
679,48213,1750984781351810048,gliciofonseca,La Corte Internacional de Justicia rechazó la fiscalía realizada por el genocidio contra los palestinos en la guerra contra el grupo en el rango de pero el tribunal no ha presentado la acción y les pidió a los israelíes que tomen medidas para evitar el genocidio https://t.co/ XPIGP2Y09T,Brasil,Glício Fonseca 🚁✈️🇧🇷,BR,2024-01-26 18:51:18,2024-01-26,1900-01-01 20:51:18,enero,2024,26,viernes,Noche,-10.0,-55.0,Positivo
680,48408,1750983187919000064,latinus_us,"Suman más de 26 mil muertos en la Franja de  por la guerra entre  y 
   
https://t.co/8HkwBe4tsP",sin ubicación,Latinus,sin ubicación,2024-01-26 21:44:58,2024-01-26,1900-01-01 20:44:58,enero,2024,26,viernes,Noche,,,Neutral
681,48409,1750982296184700928,dialogosdosul,"Biden, Blinken, Sullivan, McGurk: El grupo de la Casa Blanca en busca de la Segunda Guerra Mundial

Cavalcada loca de estos 4 incompetendos perpetúa el sufrimiento en Gaza y se apresura a otro trágico capítulo de la historia.
Leer más: https://t.co/zdywry0zu3",Brasil,Diálogos do Sul 🌎,BR,2024-01-26 18:41:25,2024-01-26,1900-01-01 20:41:25,enero,2024,26,viernes,Noche,-10.0,-55.0,Neutral
682,48604,1750982180677758976,yolindacastillo,"México; La titular de la Secretaría de Relaciones Exteriores, Alicia Bárcena, celebró que la Corte Internacional de Justicia (CIJ) ordenó a Israel evitar un genocidio en la guerra contra Hamás en la Franja de Gaza.",sin ubicación,yolinda castillo,sin ubicación,2024-01-26 21:40:58,2024-01-26,1900-01-01 20:40:58,enero,2024,26,viernes,Noche,,,Neutral
